snomed,opcs,opcs_term
238286001,T342,T34.2 Open drainage of pelvic abscess
174036004,H012,H01.2 Emergency excision of abnormal appendix NEC
238286001,T349,T34.9 Unspecified open drainage of peritoneum
65542000,Q528,Q52.8 Other specified operations on broad ligament of uterus
177980007,T391,T39.1 Excision of lesion of posterior peritoneum
710313004,Y941,Y94.1 Dopamine transporter scan
710197007,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
32578005,Y208,Y20.8 Other specified biopsy of organ NOC
238314006,Y032,Y03.2 Renewal of prosthesis in organ NOC
772773001,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
230825008,A141,A14.1 Renewal of cerebroventricular shunt
608790005,T273,T27.3 Repair of ventral hernia using sutures
238260006,T348,T34.8 Other specified open drainage of peritoneum
118837004,H018,H01.8 Other specified emergency excision of appendix
438342006,X418,X41.8 Other specified placement of ambulatory apparatus for compensation for renal failure
50065002,Y394,Y39.4 Lipofilling injection into organ NOC
25187007,T368,T36.8 Other specified operations on omentum
772079008,T982,T98.2 Repair of recurrent ventral hernia using insert of prosthetic material
708701002,Y531,Y53.1 Approach to organ under radiological control
120182003,T434,T43.4 Diagnostic endoscopic ultrasound examination of peritoneum and biopsy of intra-abdominal organ
177064004,Q522,Q52.2 Destruction of lesion of broad ligament of uterus
708701002,Y204,Y20.4 Fine needle aspiration NOC
29391003,T461,T46.1 Paracentesis abdominis for ascites
238286001,T468,T46.8 Other specified other drainage of peritoneal cavity
6801000,Y054,Y05.4 Ex vivo resection of organ NOC
708701002,Y539,Y53.9 Unspecified approach to organ under image control
120174003,T383,T38.3 Biopsy of lesion of mesentery of colon
238301005,T428,T42.8 Other specified therapeutic endoscopic operations on peritoneum
66513002,T363,T36.3 Destruction of lesion of omentum
708680006,T461,T46.1 Paracentesis abdominis for ascites
78233008,Y251,Y25.1 Suture of laceration of organ NOC
772774007,T271,T27.1 Repair of ventral hernia using insert of natural material
235314005,H013,H01.3 Emergency excision of normal appendix
430104008,T431,T43.1 Diagnostic endoscopic examination of peritoneum and biopsy of lesion of peritoneum
238348007,Y168,Y16.8 Other specified connection of organ NOC
33158004,W761,W76.1 Excision of ligament
63343006,Y202,Y20.2 Stereotactic biopsy of organ NOC
708613002,T461,T46.1 Paracentesis abdominis for ascites
120176001,T379,T37.9 Unspecified operations on mesentery of small intestine
830155008,T482,T48.2 Introduction of cytotoxic substance into peritoneal cavity
238287005,T348,T34.8 Other specified open drainage of peritoneum
177973005,T384,T38.4 Repair of mesentery of colon
71192002,X421,X42.1 Insertion of temporary peritoneal dialysis catheter
35083003,T384,T38.4 Repair of mesentery of colon
87102007,Y063,Y06.3 Enucleation of lesion of organ NOC
42332004,H033,H03.3 Exteriorisation of appendix
713903002,T361,T36.1 Omentectomy
225230008,X411,X41.1 Insertion of ambulatory peritoneal dialysis catheter
10848006,X412,X41.2 Removal of ambulatory peritoneal dialysis catheter
1172563000,X411,X41.1 Insertion of ambulatory peritoneal dialysis catheter
1299000,H024,H02.4 Incidental appendicectomy
80264004,T483,T48.3 Introduction of therapeutic substance into peritoneal cavity
449182000,T488,T48.8 Other specified other operations on peritoneum
10444003,T368,T36.8 Other specified operations on omentum
51113007,H038,H03.8 Other specified other operations on appendix
1299000,H023,H02.3 Prophylactic appendicectomy NEC
39258002,T388,T38.8 Other specified operations on mesentery of colon
177973005,T382,T38.2 Destruction of lesion of mesentery of colon
241479003,Y973,Y97.3 Radiology with post contrast
708876004,H022,H02.2 Planned delayed appendicectomy NEC
59982008,Q548,Q54.8 Other specified operations on other ligament of uterus
32578005,Y209,Y20.9 Unspecified biopsy of organ NOC
29391003,T462,T46.2 Drainage of ascites NEC
772079008,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
361168006,Y259,Y25.9 Unspecified suture of organ NOC
29078006,P315,P31.5 Removal of intrauterine contraceptive device from pouch of Douglas
443935000,H012,H01.2 Emergency excision of abnormal appendix NEC
29481005,T432,T43.2 Diagnostic endoscopic examination of peritoneum and biopsy of lesion of intra-abdominal organ NEC
174052001,H031,H03.1 Drainage of abscess of appendix
39258002,T382,T38.2 Destruction of lesion of mesentery of colon
87102007,Y053,Y05.3 Excision of sinus track from organ NOC
238263008,T451,T45.1 Image controlled percutaneous drainage of subphrenic abscess
443037006,H031,H03.1 Drainage of abscess of appendix
120176001,T371,T37.1 Excision of lesion of mesentery of small intestine
56168005,P314,P31.4 Culdotomy NEC
302455000,T461,T46.1 Paracentesis abdominis for ascites
238260006,T341,T34.1 Open drainage of subphrenic abscess
708613002,T468,T46.8 Other specified other drainage of peritoneal cavity
120194007,Y421,Y42.1 External manipulation of organ NOC
235314005,H028,H02.8 Other specified other excision of appendix
80264004,Y381,Y38.1 Continuous injection of therapeutic substance into organ NOC
428648006,X405,X40.5 Automated peritoneal dialysis
387826009,Y532,Y53.2 Approach to organ under ultrasonic control
238277006,Y061,Y06.1 Marsupialisation of organ NOC
238257004,T461,T46.1 Paracentesis abdominis for ascites
710313004,Z534,Z53.4 Peritoneal cavity
64941009,T488,T48.8 Other specified other operations on peritoneum
78233008,Y258,Y25.8 Other specified suture of organ NOC
238310002,T488,T48.8 Other specified other operations on peritoneum
225230008,X419,X41.9 Unspecified placement of ambulatory apparatus for compensation for renal failure
235335007,T343,T34.3 Open drainage of abdominal abscess NEC
39258002,T371,T37.1 Excision of lesion of mesentery of small intestine
120184002,T374,T37.4 Repair of mesentery of small intestine
32578005,Y207,Y20.7 Vacuum biopsy of lesion of organ NOC
238276002,T348,T34.8 Other specified open drainage of peritoneum
67976002,P318,P31.8 Other specified operations on pouch of Douglas
772084002,T981,T98.1 Repair of recurrent ventral hernia using insert of natural material
608790005,Y755,Y75.5 Laparoscopic ultrasonic approach to abdominal cavity
80264004,Y388,Y38.8 Other specified injection of therapeutic substance into organ NOC
276189003,Y054,Y05.4 Ex vivo resection of organ NOC
29481005,T434,T43.4 Diagnostic endoscopic ultrasound examination of peritoneum and biopsy of intra-abdominal organ
85472003,T389,T38.9 Unspecified operations on mesentery of colon
708646008,T393,T39.3 Biopsy of lesion of posterior peritoneum
238280007,Y228,Y22.8 Other specified drainage of organ NOC
176456009,T193,T19.3 Ligation of patent processus vaginalis
120174003,T378,T37.8 Other specified operations on mesentery of small intestine
708876004,H018,H01.8 Other specified emergency excision of appendix
63343006,Y204,Y20.4 Fine needle aspiration NOC
359691006,T463,T46.3 Irrigation of peritoneal cavity
3399007,T361,T36.1 Omentectomy
710197007,Z281,Z28.1 Appendix
29481005,T439,T43.9 Unspecified diagnostic endoscopic examination of peritoneum
241479003,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
66513002,Y308,Y30.8 Other specified incision of organ NOC
708613002,T458,T45.8 Other specified image controlled operations on abdominal cavity
39258002,T378,T37.8 Other specified operations on mesentery of small intestine
177969007,T373,T37.3 Biopsy of lesion of mesentery of small intestine
6801000,T373,T37.3 Biopsy of lesion of mesentery of small intestine
238287005,T468,T46.8 Other specified other drainage of peritoneal cavity
87102007,Y067,Y06.7 Radiofrequency excision of lesion of organ NOC
17041004,H031,H03.1 Drainage of abscess of appendix
11878008,Y069,Y06.9 Unspecified excision of lesion of organ NOC
10444003,T364,T36.4 Biopsy of lesion of omentum
118837004,H039,H03.9 Unspecified other operations on appendix
178021009,T482,T48.2 Introduction of cytotoxic substance into peritoneal cavity
32578005,H039,H03.9 Unspecified other operations on appendix
80264004,Y393,Y39.3 Injection of inert substance into organ NOC
54080001,Q522,Q52.2 Destruction of lesion of broad ligament of uterus
426150005,T413,T41.3 Freeing of adhesions of peritoneum
6025007,H021,H02.1 Interval appendicectomy
6025007,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
708680006,Y534,Y53.4 Approach to organ under fluoroscopic control
287853009,T413,T41.3 Freeing of adhesions of peritoneum
35083003,T374,T37.4 Repair of mesentery of small intestine
708701002,Y538,Y53.8 Other specified approach to organ under image control
89999000,Q568,Q56.8 Other specified other operations on female genital tract
238309007,T483,T48.3 Introduction of therapeutic substance into peritoneal cavity
238260006,T458,T45.8 Other specified image controlled operations on abdominal cavity
80264004,T489,T48.9 Unspecified other operations on peritoneum
238261005,T451,T45.1 Image controlled percutaneous drainage of subphrenic abscess
238278001,G632,G63.2 Incision of jejunum
708613002,T459,T45.9 Unspecified image controlled operations on abdominal cavity
235314005,H019,H01.9 Unspecified emergency excision of appendix
87102007,Y059,Y05.9 Unspecified excision of organ NOC
250073009,Y254,Y25.4 Removal of other suture from organ NOC
1299000,Y051,Y05.1 Total excision of organ NOC
608790005,T272,T27.2 Repair of ventral hernia using insert of prosthetic material
120176001,T389,T38.9 Unspecified operations on mesentery of colon
73257006,X402,X40.2 Peritoneal dialysis NEC
177923007,T292,T29.2 Excision of urachus
43340002,Q548,Q54.8 Other specified operations on other ligament of uterus
25187007,T361,T36.1 Omentectomy
8979005,L811,L81.1 Creation of peritovenous shunt
709655003,T468,T46.8 Other specified other drainage of peritoneal cavity
450578006,P316,P31.6 Removal of foreign body from pouch of Douglas NEC
238286001,T343,T34.3 Open drainage of abdominal abscess NEC
708680006,Y539,Y53.9 Unspecified approach to organ under image control
50065002,Y391,Y39.1 Injection of radiocontrast substance into sinus track from organ NOC
118866001,Q562,Q56.2 Fertiloscopy
6801000,T383,T38.3 Biopsy of lesion of mesentery of colon
177941004,T331,T33.1 Open excision of lesion of peritoneum
68141001,T379,T37.9 Unspecified operations on mesentery of small intestine
177966000,T378,T37.8 Other specified operations on mesentery of small intestine
224316005,Q548,Q54.8 Other specified operations on other ligament of uterus
710197007,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
177966000,T379,T37.9 Unspecified operations on mesentery of small intestine
387824007,T459,T45.9 Unspecified image controlled operations on abdominal cavity
225231007,X419,X41.9 Unspecified placement of ambulatory apparatus for compensation for renal failure
6025007,Y755,Y75.5 Laparoscopic ultrasonic approach to abdominal cavity
710197007,Y973,Y97.3 Radiology with post contrast
387824007,T453,T45.3 Image controlled percutaneous drainage of abdominal abscess NEC
361168006,Y252,Y25.2 Resuture of organ NOC
87102007,Y052,Y05.2 Partial excision of organ NOC
6801000,Y055,Y05.5 Debridement of organ NOC
120196009,Y428,Y42.8 Other specified manipulation of organ NOC
66513002,T362,T36.2 Excision of lesion of omentum
63343006,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
238260006,T343,T34.3 Open drainage of abdominal abscess NEC
450435004,Y751,Y75.1 Laparoscopically assisted approach to abdominal cavity
89999000,Q561,Q56.1 Fertility investigation of female NEC
709655003,Y533,Y53.3 Approach to organ under computed tomography scan control
32578005,H038,H03.8 Other specified other operations on appendix
29078006,P313,P31.3 Aspiration of pouch of Douglas
174041007,H013,H01.3 Emergency excision of normal appendix
307582003,H032,H03.2 Drainage of appendix NEC
178005004,T451,T45.1 Image controlled percutaneous drainage of subphrenic abscess
45602008,T423,T42.3 Endoscopic division of adhesions of peritoneum
73910002,T301,T30.1 Reopening of abdomen and re-exploration of intra-abdominal operation site and surgical arrest of postoperative bleeding
710313004,Y942,Y94.2 Octreotide imaging
708988001,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
177955007,T484,T48.4 Introduction of substance into peritoneal cavity NEC
708613002,T451,T45.1 Image controlled percutaneous drainage of subphrenic abscess
32578005,H032,H03.2 Drainage of appendix NEC
120174003,T384,T38.4 Repair of mesentery of colon
68141001,T383,T38.3 Biopsy of lesion of mesentery of colon
81561002,Y259,Y25.9 Unspecified suture of organ NOC
275245003,T411,T41.1 Open biopsy of lesion of peritoneum NEC
29481005,T433,T43.3 Diagnostic endoscopic ultrasound examination of peritoneum
609263007,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
118848006,T369,T36.9 Unspecified operations on omentum
90472003,Q548,Q54.8 Other specified operations on other ligament of uterus
47765003,T093,T09.3 Mechanical open pleurodesis
1299000,H028,H02.8 Other specified other excision of appendix
29078006,P318,P31.8 Other specified operations on pouch of Douglas
177945008,T349,T34.9 Unspecified open drainage of peritoneum
708876004,H021,H02.1 Interval appendicectomy
772079008,Y281,Y28.1 Insertion of synthetic mesh into organ NOC
238312005,Z534,Z53.4 Peritoneal cavity
89305009,T468,T46.8 Other specified other drainage of peritoneal cavity
359975006,P318,P31.8 Other specified operations on pouch of Douglas
65542000,Y059,Y05.9 Unspecified excision of organ NOC
439825000,T488,T48.8 Other specified other operations on peritoneum
448143009,H334,H33.4 Anterior resection of rectum and anastomosis NEC
25187007,T365,T36.5 Creation of omental flap
6801000,T381,T38.1 Excision of lesion of mesentery of colon
448481005,H038,H03.8 Other specified other operations on appendix
63939001,Q548,Q54.8 Other specified operations on other ligament of uterus
708613002,T349,T34.9 Unspecified open drainage of peritoneum
280392009,A124,A12.4 Creation of ventriculoperitoneal shunt
387824007,T451,T45.1 Image controlled percutaneous drainage of subphrenic abscess
29481005,T438,T43.8 Other specified diagnostic endoscopic examination of peritoneum
440383008,T856,T85.6 Block dissection of pelvic lymph nodes
387824007,T349,T34.9 Unspecified open drainage of peritoneum
178005004,Y539,Y53.9 Unspecified approach to organ under image control
177993002,T421,T42.1 Endoscopic resection of lesion of peritoneum
178016006,T468,T46.8 Other specified other drainage of peritoneal cavity
10444003,T362,T36.2 Excision of lesion of omentum
53829005,P313,P31.3 Aspiration of pouch of Douglas
36897004,T244,T24.4 Removal of prosthetic material from previous repair of umbilical hernia
430104008,Y204,Y20.4 Fine needle aspiration NOC
238283009,G632,G63.2 Incision of jejunum
240288004,R048,R04.8 Other specified therapeutic percutaneous operations on fetus
58277002,P317,P31.7 Extirpation of lesion of pouch of Douglas
238261005,T428,T42.8 Other specified therapeutic endoscopic operations on peritoneum
2199005,P317,P31.7 Extirpation of lesion of pouch of Douglas
120174003,T382,T38.2 Destruction of lesion of mesentery of colon
708646008,T411,T41.1 Open biopsy of lesion of peritoneum NEC
238277006,T331,T33.1 Open excision of lesion of peritoneum
63343006,Y203,Y20.3 Biopsy of lesion of organ NOC
41457005,T308,T30.8 Other specified opening of abdomen
225230008,X418,X41.8 Other specified placement of ambulatory apparatus for compensation for renal failure
41457005,T309,T30.9 Unspecified opening of abdomen
51113007,H033,H03.3 Exteriorisation of appendix
120182003,T439,T43.9 Unspecified diagnostic endoscopic examination of peritoneum
34538004,Q548,Q54.8 Other specified operations on other ligament of uterus
14684005,X402,X40.2 Peritoneal dialysis NEC
178012008,T461,T46.1 Paracentesis abdominis for ascites
608790005,T278,T27.8 Other specified repair of other hernia of abdominal wall
180273006,X412,X41.2 Removal of ambulatory peritoneal dialysis catheter
238257004,T463,T46.3 Irrigation of peritoneal cavity
118837004,H019,H01.9 Unspecified emergency excision of appendix
772775008,Y282,Y28.2 Insertion of biological mesh into organ NOC
80146002,H022,H02.2 Planned delayed appendicectomy NEC
54080001,Q528,Q52.8 Other specified operations on broad ligament of uterus
772081005,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
32578005,Y201,Y20.1 Stereotactic biopsy of lesion of organ NOC
708647004,T364,T36.4 Biopsy of lesion of omentum
373647002,Y204,Y20.4 Fine needle aspiration NOC
174041007,Y751,Y75.1 Laparoscopically assisted approach to abdominal cavity
238277006,T421,T42.1 Endoscopic resection of lesion of peritoneum
6025007,H028,H02.8 Other specified other excision of appendix
64772004,T374,T37.4 Repair of mesentery of small intestine
307581005,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
120182003,T432,T43.2 Diagnostic endoscopic examination of peritoneum and biopsy of lesion of intra-abdominal organ NEC
29078006,P319,P31.9 Unspecified operations on pouch of Douglas
315311009,Q548,Q54.8 Other specified operations on other ligament of uterus
440383008,Z941,Z94.1 Bilateral operation
710197007,U216,U21.6 Ultrasound scan NEC
32578005,H033,H03.3 Exteriorisation of appendix
224316005,Y131,Y13.1 Cauterisation of lesion of organ NOC
6025007,H018,H01.8 Other specified emergency excision of appendix
90472003,Y269,Y26.9 Unspecified other repair of organ NOC
264971004,T423,T42.3 Endoscopic division of adhesions of peritoneum
238304002,T392,T39.2 Destruction of lesion of posterior peritoneum
85472003,T384,T38.4 Repair of mesentery of colon
6025007,Y751,Y75.1 Laparoscopically assisted approach to abdominal cavity
230829002,A143,A14.3 Removal of cerebroventricular shunt
118837004,H031,H03.1 Drainage of abscess of appendix
708613002,T348,T34.8 Other specified open drainage of peritoneum
238308004,T483,T48.3 Introduction of therapeutic substance into peritoneal cavity
708876004,H028,H02.8 Other specified other excision of appendix
280392009,A149,A14.9 Unspecified other operations on connection from ventricle of brain
120181005,T433,T43.3 Diagnostic endoscopic ultrasound examination of peritoneum
80146002,H018,H01.8 Other specified emergency excision of appendix
112920001,Q528,Q52.8 Other specified operations on broad ligament of uterus
71225000,Q521,Q52.1 Excision of lesion of broad ligament of uterus
78233008,Y254,Y25.4 Removal of other suture from organ NOC
238321006,X402,X40.2 Peritoneal dialysis NEC
708628002,T431,T43.1 Diagnostic endoscopic examination of peritoneum and biopsy of lesion of peritoneum
178020005,X653,X65.3 Delivery of a fraction of interstitial radiotherapy
280392009,A142,A14.2 Revision of cerebroventricular shunt NEC
180272001,X411,X41.1 Insertion of ambulatory peritoneal dialysis catheter
10444003,T365,T36.5 Creation of omental flap
772776009,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
710313004,U218,U21.8 Other specified diagnostic imaging procedures
772083008,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
168819002,T484,T48.4 Introduction of substance into peritoneal cavity NEC
118848006,T365,T36.5 Creation of omental flap
250073009,Q528,Q52.8 Other specified operations on broad ligament of uterus
120176001,T384,T38.4 Repair of mesentery of colon
708680006,Y535,Y53.5 Approach to organ under image intensifier
178005004,Y534,Y53.4 Approach to organ under fluoroscopic control
3399007,T369,T36.9 Unspecified operations on omentum
609263007,Y751,Y75.1 Laparoscopically assisted approach to abdominal cavity
8613002,H032,H03.2 Drainage of appendix NEC
87102007,Y069,Y06.9 Unspecified excision of lesion of organ NOC
387826009,Y539,Y53.9 Unspecified approach to organ under image control
736025008,T484,T48.4 Introduction of substance into peritoneal cavity NEC
177980007,T392,T39.2 Destruction of lesion of posterior peritoneum
47208000,T368,T36.8 Other specified operations on omentum
33158004,Z535,Z53.5 Omentum
174041007,H019,H01.9 Unspecified emergency excision of appendix
68141001,T381,T38.1 Excision of lesion of mesentery of colon
432654009,X418,X41.8 Other specified placement of ambulatory apparatus for compensation for renal failure
361168006,Y255,Y25.5 Other attention to suture of organ NOC
120176001,T381,T38.1 Excision of lesion of mesentery of colon
387824007,T458,T45.8 Other specified image controlled operations on abdominal cavity
387826009,Y538,Y53.8 Other specified approach to organ under image control
238305001,T431,T43.1 Diagnostic endoscopic examination of peritoneum and biopsy of lesion of peritoneum
85472003,T371,T37.1 Excision of lesion of mesentery of small intestine
238269007,Y228,Y22.8 Other specified drainage of organ NOC
83416007,Y111,Y11.1 Cauterisation of organ NOC
51113007,Y189,Y18.9 Unspecified release of organ NOC
77442000,A535,A53.5 Drainage of cerebrospinal fluid NEC
72741000,A532,A53.2 Creation of thecoperitoneal shunt
238282004,T331,T33.1 Open excision of lesion of peritoneum
116233004,Y209,Y20.9 Unspecified biopsy of organ NOC
709643009,T439,T43.9 Unspecified diagnostic endoscopic examination of peritoneum
120181005,T439,T43.9 Unspecified diagnostic endoscopic examination of peritoneum
177055009,Q521,Q52.1 Excision of lesion of broad ligament of uterus
177977006,T384,T38.4 Repair of mesentery of colon
235335007,T453,T45.3 Image controlled percutaneous drainage of abdominal abscess NEC
3399007,T365,T36.5 Creation of omental flap
359902008,T282,T28.2 Suture of anterior abdominal wall
